id,Note,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,hyperlink,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:eating: (interaction),Prey item,Status,Class,Order,suborder,Family,subfamily,Genus,Prey.check,Check genus,Check sp.,Check (?)
22769666,eating,2019/01/18 8:45 PM +0200,18/01/2019,2019-01-18 18:45:00 UTC,Africa/Johannesburg,FALSE,1636496,donkerman,2019-04-20 18:47:45 UTC,2019-04-21 04:08:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22769666,https://www.inaturalist.org/observations/22769666,https://static.inaturalist.org/photos/35286239/medium.jpg?1555785980,,,Catch and released from Essenhout street. Common egg eater.,FALSE,2,0,FALSE,,"Phalaborwa, South Africa",-23.95519575,31.16675454,122,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
22770297,swallow,2018/10/18 8:53 PM +0200,18/10/2018,2018-10-18 18:53:00 UTC,Africa/Johannesburg,,1636496,donkerman,2019-04-20 18:56:42 UTC,2019-04-21 03:48:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22770297,https://www.inaturalist.org/observations/22770297,https://static.inaturalist.org/photos/35287012/medium.jpg?1555786453,,,Called out for this Python that swallowed a farmer's blue duiker. Released again near nature reserve,FALSE,1,0,FALSE,,"Mopani, South Africa",-24.09579735,30.85430871,1953,,,FALSE,,,Southern African Python,Python natalensis,Southern African Python,Reptilia,111451,,Philantomba monticola,Included,Mammalia,Artiodactyla,,Bovidae,,Philantomba,1,1,0,0
22772939,eating,2010/11/14 1:47 PM SAST,14/11/2010,2010-11-14 11:47:00 UTC,Africa/Johannesburg,,1636496,donkerman,2019-04-20 19:41:09 UTC,2019-04-29 05:25:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22772939,https://www.inaturalist.org/observations/22772939,https://static.inaturalist.org/photos/35291115/medium.jpg?1555789168,,,"Caught this brown house snake and released from De Kuiper street, Try to eat this Agama.",FALSE,1,0,FALSE,,"Phalaborwa, South Africa",-23.95519575,31.16675454,122,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Agamidae,Included,Reptilia,Squamata,Sauria,Agamidae,,,0,0,0,0
22931231,meal,2019-04-23 8:15:40 AM GMT+02:00,23/04/2019,2019-04-23 06:15:40 UTC,Africa/Johannesburg,,1035830,aepafrica,2019-04-23 07:16:50 UTC,2019-04-23 14:56:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/22931231,https://www.inaturalist.org/observations/22931231,https://static.inaturalist.org/photos/35546033/medium.jpeg?1556003829,,,We had a lot of rain over the weekend. I got a call from an ex-ranger (retired) who told me he had a snake in a bucket. I wasn't too phased to rush over until he told me he thought it may have bitten him and he didn't know what it was. I rushed over and found this big girl. I checked the man's hand. He had cleaned it nicely and said he didn't have any symptoms. He's 82. I stayed with him until his daughter arrived. He didn't exhibit any signs of envenomation. This girl has a nice meal in her belly. We will get better photos to add here later today. ,FALSE,2,0,FALSE,2,"82 Shepstone St, Eshowe, 3815, South Africa",-28.8880558,31.45999908,,,,FALSE,gps,gps,Natal Black Snake,Macrelaps microlepidotus,Natal Black Snake,Reptilia,116531,,Meal,Included,,,,,,,0,0,0,0
23118550,eating,Fri Apr 26 2019 13:49:40 GMT+0200 (GMT+2),26/04/2019,2019-04-26 11:49:40 UTC,Africa/Johannesburg,FALSE,13916,bryanmaritz,2019-04-26 12:08:17 UTC,2019-04-27 03:44:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23118550,https://www.inaturalist.org/observations/23118550,https://static.inaturalist.org/photos/35839281/medium.jpg?1556280503,,,Found desiccated down pit,FALSE,3,0,FALSE,3,"7441, Cape Town, WC, ZA",-33.66227167,18.441825,5,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
23227868,eating,Fri Apr 26 2019 22:35:40 GMT+0200 (GMT+2),26/04/2019,2019-04-26 20:35:40 UTC,Africa/Johannesburg,FALSE,1665086,rwolste,2019-04-26 21:32:40 UTC,2019-04-27 14:39:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23227868,https://www.inaturalist.org/observations/23227868,https://static.inaturalist.org/photos/35992221/medium.jpg?1556314366,,,,FALSE,2,0,FALSE,3,"Overberg, ZA-WC, ZA",-34.24204665,19.09015673,415,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
23334610,eating,2018-11-10 10:54:17 PM GMT+02:00,10/11/2018,2018-11-10 20:54:17 UTC,Africa/Johannesburg,FALSE,1580994,byronallen,2019-04-27 10:02:36 UTC,2019-04-27 13:01:09 UTC,research,,https://www.inaturalist.org/observations/23334610,https://www.inaturalist.org/observations/23334610,https://static.inaturalist.org/photos/36152910/medium.jpeg?1556359389,,,,FALSE,1,0,FALSE,2,"156 Mollyhawk Cl, Grotto Bay, South Africa",-33.50330755,18.31764389,526,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
23350820,feeding,2019-04-27 2:43:00 PM SAST,27/04/2019,2019-04-27 12:43:00 UTC,Africa/Johannesburg,,371668,willemvzyl,2019-04-27 12:44:33 UTC,2019-04-28 05:08:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23350820,https://www.inaturalist.org/observations/23350820,https://static.inaturalist.org/photos/36174364/medium.jpg?1556369078,,,Feeding on Acontias meleagris. ,FALSE,3,0,FALSE,2,"13 Mountain Rd, Fish Hoek, Cape Town, 7974, South Africa",-34.14283427,18.42455473,4208,,,FALSE,gps,gps,Spotted Harlequin Snake,Homoroselaps lacteus,Spotted Harlequin Snake,Reptilia,116525,,Acontias meleagris,Included,Reptilia,Squamata,Sauria,Scincidae,Acontinae,Acontias,1,1,0,0
23868740,eating,2019/01/25 9:09 AM SAST,25/01/2019,2019-01-25 07:09:00 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2019-04-29 07:14:43 UTC,2019-04-29 08:08:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23868740,https://www.inaturalist.org/observations/23868740,https://static.inaturalist.org/photos/36932635/medium.jpeg?1556521960,,,,FALSE,1,0,FALSE,,"Bloubergstrand, Cape Town, 7441, South Africa",-33.78308569,18.45473566,256,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
23874740,eating,2019/03/10 10:18 AM SAST,10/03/2019,2019-03-10 08:18:00 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2019-04-29 08:24:36 UTC,2019-05-06 08:00:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23874740,https://www.inaturalist.org/observations/23874740,https://static.inaturalist.org/photos/36941025/medium.jpeg?1556526067,,,,FALSE,1,0,FALSE,,"Durbanville, Cape Town, South Africa",-33.8259414,18.6531909,4978,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
24159850,eating,2019/02/08 8:56 AM SAST,08/02/2019,2019-02-08 06:56:00 UTC,Africa/Johannesburg,FALSE,371668,willemvzyl,2019-04-30 07:03:38 UTC,2019-04-30 10:07:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24159850,https://www.inaturalist.org/observations/24159850,https://static.inaturalist.org/photos/37362147/medium.jpeg?1556607544,,,,FALSE,2,0,FALSE,,"Velddrif, 7365, South Africa",-32.768131,18.1606557,12924,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
24659128,eating,2019-05-06 1:15:18 PM GMT+02:00,06/05/2019,2019-05-06 11:15:18 UTC,Africa/Johannesburg,FALSE,771328,jurina,2019-05-06 11:35:54 UTC,2019-05-06 14:34:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24659128,https://www.inaturalist.org/observations/24659128,https://static.inaturalist.org/photos/38130961/medium.jpeg?1557142565,,,,FALSE,3,0,FALSE,2,"Unnamed Road, Cape Farms, Cape Town, South Africa",-33.67452621,18.43951988,,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
25204205,eating,2011/11/02 7:39 PM UTC,02/11/2011,,UTC,FALSE,1651506,eltonleroux,2019-05-16 08:48:02 UTC,2019-05-21 16:01:49 UTC,research,,https://www.inaturalist.org/observations/25204205,https://www.inaturalist.org/observations/25204205,https://static.inaturalist.org/photos/39016758/medium.jpeg?1557996470,,,,FALSE,2,0,FALSE,,"Swellendam, 6740, South Africa",-34.05816279,20.46465836,122,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
25891652,meal,2019-05-26 8:13:36 PM GMT+02:00,26/05/2019,2019-05-26 18:13:36 UTC,Africa/Johannesburg,,1035830,aepafrica,2019-05-27 18:44:02 UTC,2019-06-11 10:30:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25891652,https://www.inaturalist.org/observations/25891652,https://static.inaturalist.org/photos/40154794/medium.jpeg?1558982706,,,Found this brown house snake with a fat meal in our garage. Was released into our garden after photos and digesting. ,FALSE,2,0,FALSE,2,"Eshowe, 3815, South Africa",-28.87333298,31.47416687,,,,FALSE,gps,gps,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Meal,Included,,,,,,,0,0,0,0
27290530,eating,Thu Oct 29 2015 18:54:08 GMT-0400 (EDT),29/10/2015,2015-10-29 22:54:08 UTC,Eastern Time (US & Canada),FALSE,1819353,wsweet321,2019-06-19 21:50:18 UTC,2019-06-20 07:14:44 UTC,research,,https://www.inaturalist.org/observations/27290530,https://www.inaturalist.org/observations/27290530,https://static.inaturalist.org/photos/42445093/medium.jpg?1560981021,,,,FALSE,1,0,FALSE,3,"Kruger National Park, , MP, ZA",-24.79721024,31.86870291,1584,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
27814373,S-Afr-Interactions (8-1-20),2016/10/29 10:15 AM SAST,10/29/2016,2016-10-29 08:15:00 UTC,Africa/Johannesburg,,676988,karoopixie,2019-06-28 15:54:38 UTC,2019-08-30 22:54:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27814373,https://www.inaturalist.org/observations/27814373,https://static.inaturalist.org/photos/43315553/medium.jpeg?1561736775,https://static.inaturalist.org/sounds/42335.mp3?1561736821,,"Puffy trundle-hunt.  The <a href=""https://www.inaturalist.org/observations/27814374"">bokmakieries</a> alerted me to his presence with their tok alarm call.

He went hunting in the Agaves, sliding straight over the leaf spines, which made me wince (coz I know what those spines do) but bothered him not at all.

You could hear him sliding over the thorns, which is the soft prrrrr prrrrrr sound on the mp3.

Gif of puffy walking, because it is an amazing sight and people don't believe you that they move like this unless they've seen it themselves.",FALSE,2,0,FALSE,,"Rietvlei nr 2, Montagu, WC",-33.75037738,20.19758571,4,,,FALSE,,,Common Puff Adder,Bitis arietans,Puffadder,Reptilia,115431,,,Removed,,,,,,,,,,
28052449,eating,2019/06/20 9:58 AM HST,20/06/2019,2019-06-20 19:58:00 UTC,Hawaii,FALSE,1566495,mfbrett,2019-07-02 12:31:34 UTC,2019-07-02 15:15:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28052449,https://www.inaturalist.org/observations/28052449,https://static.inaturalist.org/photos/43704015/medium.jpg?1562070616,,,,FALSE,4,0,FALSE,,"Overberg District Municipality, South Africa",-34.52872552,19.48945038,27,,open,FALSE,,,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
28420800,meal,2019-07-08 9:30:18 AM GMT+02:00,08/07/2019,2019-07-08 07:30:18 UTC,Africa/Johannesburg,FALSE,1035830,aepafrica,2019-07-08 07:34:20 UTC,2019-07-27 13:36:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28420800,https://www.inaturalist.org/observations/28420800,https://static.inaturalist.org/photos/44304416/medium.jpeg?1562571271,,,"Husband was called for this one on a part of the nursery. Hiding under some concrete and then the concrete dropped. Husband says that his head looked a little flat when he got there but seems to be doing alright, tongue flicking and hasn't regurgitated its meal. Will keep it comfortable until the meal is digested and then release back onto the nursery property in a safer area.",FALSE,5,0,FALSE,2,"Eshowe, 3815, South Africa",-28.87332103,31.47370912,17,,,FALSE,gps,gps,Rhombic Night Adder,Causus rhombeatus,Rhombic Night Adder,Reptilia,30820,,Meal,Included,,,,,,,0,0,0,0
28604119,eating,2019-07-10 10:17:00 AM SAST,10/07/2019,2019-07-10 08:17:00 UTC,Africa/Johannesburg,FALSE,1663374,aadamrawoot,2019-07-11 09:52:49 UTC,2019-07-26 15:39:07 UTC,research,,https://www.inaturalist.org/observations/28604119,https://www.inaturalist.org/observations/28604119,https://static.inaturalist.org/photos/44601363/medium.jpg?1562838811,,,"Dasypeltis scabra, Dark squarish blotches, v shape marking on nape behind head. Greyish brown colour",FALSE,2,0,FALSE,2,"University of The Western Cape, Erica Twp, Cape Town, South Africa",-33.93516995,18.62110097,66,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
29522148,eating,2019-07-25 3:23:47 PM SAST,25/07/2019,2019-07-25 13:23:47 UTC,Africa/Johannesburg,FALSE,1649150,ravidgoldstein,2019-07-25 17:53:16 UTC,2019-07-28 02:42:03 UTC,research,,https://www.inaturalist.org/observations/29522148,https://www.inaturalist.org/observations/29522148,https://static.inaturalist.org/photos/46079509/medium.jpg?1564077204,,,,FALSE,3,0,FALSE,2,"Cape Farms, Cape Town, South Africa",-33.66166687,18.44111061,,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
29785925,S-Afr-Interactions (8-1-20),2019/07/27 10:38 AM SAST,7/27/2019,2019-07-27 08:38:00 UTC,Africa/Johannesburg,,527990,vynbos,2019-07-29 14:57:48 UTC,2019-07-31 10:10:56 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/29785925,https://www.inaturalist.org/observations/29785925,https://static.inaturalist.org/photos/46502771/medium.jpg?1564411150,,CREW KB 190727 Karwyderskraal,"approx 30cm, found inside a rotten log.",FALSE,4,0,FALSE,,"Overberg, Western Cape, South Africa",-34.346276,19.221868,,,open,FALSE,,,Southern Slugeater,Duberria lutrix lutrix,Southern Slugeater,Reptilia,30329,,,Removed,,,,,,,,,,
30197004,S-Afr-Interactions (8-1-20),2019/08/04 1:37 PM HST,08/04/2019,2019-08-04 23:37:00 UTC,Hawaii,,1429474,lemoncul,2019-08-04 20:10:03 UTC,2019-09-02 04:54:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/30197004,https://www.inaturalist.org/observations/30197004,https://static.inaturalist.org/photos/47162422/medium.jpg?1564948977,,,,FALSE,2,0,FALSE,,"Chikwawa, Malawi",-15.86030167,34.707525,,,,FALSE,,,Snakes,Psammophis,Sand Racers,Reptilia,28957,,,Removed,,,,,,,,,,
30676953,meal,2019-08-12 11:42:16 AM GMT+02:00,12/08/2019,2019-08-12 09:42:16 UTC,Africa/Johannesburg,FALSE,1035830,aepafrica,2019-08-12 11:13:22 UTC,2019-08-16 02:01:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30676953,https://www.inaturalist.org/observations/30676953,https://static.inaturalist.org/photos/47938495/medium.jpeg?1565608414,,,"I'll add better photos on her release. She was in this dead tree and had a nice meal in her belly. This is the same place where I got the brown house snake in blue. Thankfully the homeowner can now identify the bhs so no more killing. We're very overcast today so had they not been doing a clearing, I don't think this one would have been seen.",FALSE,1,0,FALSE,2,"Eshowe, 3815, South Africa",-28.88194452,31.4680557,263,,open,FALSE,gps,gps,Olive Night Snake,Lycodonomorphus inornatus,Olive Night Snake,Reptilia,29758,,Meal,Included,,,,,,,0,0,0,0
30974426,eating,2019-07-20 5:15:38 PM SAST,20/07/2019,2019-07-20 15:15:38 UTC,Africa/Johannesburg,FALSE,1480734,nick_telford,2019-08-17 05:36:33 UTC,2019-08-18 04:31:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/30974426,https://www.inaturalist.org/observations/30974426,https://static.inaturalist.org/photos/48431069/medium.jpeg?1566020210,,,,FALSE,4,0,FALSE,2,"Elands Bay, 8110, South Africa",-32.31841917,18.33158132,33,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
31569962,S-Afr-Interactions (8-1-20),2016/07/12 10:02 PM +0200,07/12/2016,2016-07-12 20:02:00 UTC,Africa/Johannesburg,,1288995,richardgill,2019-08-26 20:14:35 UTC,2019-09-15 06:24:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/31569962,https://www.inaturalist.org/observations/31569962,https://static.inaturalist.org/photos/49420707/medium.jpg?1566850183,,,The Boomslang dived off a 4m high branch to chase a gecko that jumped. Snake caught gecko after about 3m of ground-chase,FALSE,2,0,FALSE,,"Wynberg NU (2), Cape Town, 7824, South Africa",-33.9872876,18.43152037,360,,,FALSE,,,Common Boomslang,Dispholidus typus,Common Boomslang,Reptilia,30360,gecko,Gekkonidae,Included,Reptilia,Squamata,Sauria,Gekkonidae,,,0,0,0,0
32047797,feeding,2019-04-15 12:43:30 PM SAST,15/04/2019,2019-04-15 10:43:30 UTC,Africa/Johannesburg,,1653038,dewald2,2019-09-03 12:47:17 UTC,2019-09-05 04:34:41 UTC,research,,https://www.inaturalist.org/observations/32047797,https://www.inaturalist.org/observations/32047797,https://static.inaturalist.org/photos/50225290/medium.jpeg?1567514842,,,Garden. Feed on Trachylepis punctatissima.,FALSE,4,0,FALSE,2,"Pretoria Rural, Centurion, South Africa",-25.9082691,27.9322944,22,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,,Removed,,,,,,,,,,
32047797,S-Afr-Interactions (8-1-20),2019-04-15 12:43:30 PM SAST,4/15/2019,2019-04-15 10:43:30 UTC,Africa/Johannesburg,,1653038,dewald2,2019-09-03 12:47:17 UTC,2019-09-05 04:34:41 UTC,research,,https://www.inaturalist.org/observations/32047797,https://www.inaturalist.org/observations/32047797,https://static.inaturalist.org/photos/50225290/medium.jpeg?1567514842,,,Garden. Feed on Trachylepis punctatissima.,FALSE,4,0,FALSE,2,"Pretoria Rural, Centurion, South Africa",-25.9082691,27.9322944,22,,,FALSE,,,Cape House Snake,Boaedon capensis,Cape House Snake,Reptilia,539396,,Trachylepis punctatissima,Included,Reptilia,Squamata,Sauria,Scincidae,,Trachylepis,1,1,0,0
32595599,eating,2017/10/22 11:21 AM SAST,22/10/2017,2017-10-22 09:21:00 UTC,Pretoria,,1668995,kareneichholz,2019-09-12 17:20:49 UTC,2019-09-13 08:43:29 UTC,research,,https://www.inaturalist.org/observations/32595599,https://www.inaturalist.org/observations/32595599,https://static.inaturalist.org/photos/51133081/medium.jpeg?1568305556,,,Eating a Turner's gecko,FALSE,2,0,FALSE,,"Mopani, South Africa",-23.10959025,31.43293789,4,,,FALSE,,,Spotted Bush Snake,Philothamnus semivariegatus,Spotted Bush Snake,Reptilia,29073,,,Removed,,,,,,,,,,
32595599,S-Afr-Interactions (8-1-20),2017/10/22 11:21 AM SAST,10/22/2017,2017-10-22 09:21:00 UTC,Pretoria,,1668995,kareneichholz,2019-09-12 17:20:49 UTC,2019-09-13 08:43:29 UTC,research,,https://www.inaturalist.org/observations/32595599,https://www.inaturalist.org/observations/32595599,https://static.inaturalist.org/photos/51133081/medium.jpeg?1568305556,,,Eating a Turner's gecko,FALSE,2,0,FALSE,,"Mopani, South Africa",-23.10959025,31.43293789,4,,,FALSE,,,Spotted Bush Snake,Philothamnus semivariegatus,Spotted Bush Snake,Reptilia,29073,https://www.inaturalist.org/observations/32595600,Chondrodactylus turneri,Included,Reptilia,Squamata,Sauria,Gekkonidae,,Chondrodactylus,1,1,0,0
32960039,feeding,2019-09-18 1:48:00 PM GMT+02:00,18/09/2019,2019-09-18 11:48:00 UTC,Africa/Johannesburg,FALSE,1035830,aepafrica,2019-09-18 16:51:35 UTC,2019-09-30 08:32:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/32960039,https://www.inaturalist.org/observations/32960039,https://static.inaturalist.org/photos/51730159/medium.jpeg?1568825505,,,"Husband was called for this night adder while I was on my way home from Ballito. The dogs had it but at the time of his arrival, it wasn't evident that any of the dogs were bit...but the snake was. We'll hold on to him to feed and see if he passes waste in order to check for internal injuries. We'll release as soon as he's been able to do both.",FALSE,2,0,FALSE,2,"Eshowe, 3815, South Africa",-28.90829555,31.45659428,17,,,FALSE,gps,gps,Rhombic Night Adder,Causus rhombeatus,Rhombic Night Adder,Reptilia,30820,,,Removed,,,,,,,,,,
33263640,S-Afr-Interactions (8-1-20),2019/09/22 4:12 PM SAST,9/22/2019,2019-09-22 14:12:00 UTC,Africa/Johannesburg,,786873,janet_taylor,2019-09-23 16:21:56 UTC,2019-11-24 00:27:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33263640,https://www.inaturalist.org/observations/33263640,https://static.inaturalist.org/photos/52229868/medium.jpeg?1569255182,,,,FALSE,3,0,FALSE,,"North Uthungulu, South Africa",-28.3044485,31.8796366,50,,,FALSE,,,Olive Whip Snake,Psammophis mossambicus,Olive Whip Snake,Reptilia,56629,,Lacertidae,Included,Reptilia,Squamata,Sauria,Lacertidae,,,0,0,0,0
33312571,S-Afr-Interactions (8-1-20),Sat Sep 21 2019 10:34:13 GMT+0300 (GMT+3),9/21/2019,2019-09-21 07:34:13 UTC,Baghdad,,936706,alfresco,2019-09-24 13:59:23 UTC,2019-09-27 05:52:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/33312571,https://www.inaturalist.org/observations/33312571,https://static.inaturalist.org/photos/52313830/medium.jpg?1569333574,,,,FALSE,0,0,FALSE,3,"The Serengeti National Park, Mara, TZ",-1.768525,35.18123,,,,FALSE,,,Psammophis,Psammophis mossambicus,Olive Whip Snake,Reptilia,56629,,,Removed,,,,,,,,,,
33483222,eating,2019-09-27 4:03:01 PM GMT+02:00,27/09/2019,2019-09-27 14:03:01 UTC,Africa/Johannesburg,FALSE,1035830,aepafrica,2019-09-27 15:40:19 UTC,2019-09-28 04:35:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33483222,https://www.inaturalist.org/observations/33483222,https://static.inaturalist.org/photos/52592291/medium.jpeg?1569598859,,,Tiniest little baby I was asked to ID and catch on my way back from Zinkwazi. This snakes amaze me.,FALSE,3,0,FALSE,2,"Mandini, 4490, South Africa",-29.15805626,31.41916656,,,open,FALSE,gps,gps,Egg-eating Snake,Dasypeltis scabra,Egg-eating Snake,Reptilia,26717,,,Removed,,,,,,,,,,
33591792,S-Afr-Interactions (8-1-20),2017/12/04 11:10 AM SAST,12/04/2017,2017-12-04 09:10:00 UTC,Africa/Johannesburg,,676988,karoopixie,2019-09-29 15:01:47 UTC,2019-10-04 13:15:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33591792,https://www.inaturalist.org/observations/33591792,https://static.inaturalist.org/photos/52770733/medium.jpg?1569768538,,,"My first (live) boomslang on this farm - Suntummy :-)

Here is he with his head in the barbet's nest sucking up the babies.

These are not great photos because they are screenshots from a video.",FALSE,1,0,FALSE,,"Rietvlei nr 2, Montagu, WC",-33.75037738,20.19758571,4,,,FALSE,,,Boomslang,Dispholidus typus,Boomslang,Reptilia,30358,https://www.inaturalist.org/observations/33591793,Tricholaema leucomelas,Included,Aves,Piciformes,,Lybiidae,,Tricholaema,1,1,0,0
33591801,eating,2017/12/04 3:12 PM SAST,04/12/2017,2017-12-04 13:12:00 UTC,Africa/Johannesburg,,676988,karoopixie,2019-09-29 15:01:51 UTC,2019-09-30 14:51:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/33591801,https://www.inaturalist.org/observations/33591801,https://static.inaturalist.org/photos/52771275/medium.jpeg?1569768899,,,"My new boomslampie - Suntummy.

Here he is loafing in the agaves after eating all the barbet babies.",FALSE,2,0,FALSE,,"Rietvlei nr 2, Montagu, WC",-33.75037738,20.19758571,4,,,FALSE,,,Boomslang,Dispholidus typus,Boomslang,Reptilia,30358,,,Removed,,,,,,,,,,
33742662,S-Afr-Interactions (8-1-20),2018/03/14 11:26 AM SAST,3/14/2018,2018-03-14 09:26:00 UTC,Africa/Johannesburg,TRUE,1456163,ludwig_muller,2019-10-02 07:57:30 UTC,2019-11-08 09:33:51 UTC,casual,,https://www.inaturalist.org/observations/33742662,https://www.inaturalist.org/observations/33742662,https://static.inaturalist.org/photos/53028606/medium.jpeg?1570003044,,,,FALSE,0,0,TRUE,,"George, South Africa",-33.9881281,22.4529878,9315,,open,FALSE,,,Ball Python,Python regius,Ball Python,Reptilia,32158,,,Removed,,,,,,,,,,
34106205,S-Afr-Interactions (8-1-20),2017/01/09 9:47 AM SAST,01/09/2017,2017-01-09 07:47:00 UTC,Africa/Johannesburg,,1154120,oswaldkurten,2019-10-09 07:56:44 UTC,2019-11-27 19:34:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34106205,https://www.inaturalist.org/observations/34106205,https://static.inaturalist.org/photos/53636111/medium.jpg?1570607360,,"skink, fauna, Snake",,FALSE,6,0,FALSE,,"Koringberg, 7312, South Africa",-33.01882911,18.6768081,558,,,FALSE,,,Karoo Sand Snake,Psammophis notostictus,Karoo Sand Snake,Reptilia,28976,https://www.inaturalist.org/observations/34112797,Trachylepis capensis,Included,Reptilia,Squamata,Sauria,Scincidae,,Trachylepis,1,1,0,0
34305042,S-Afr-Interactions (8-1-20),2019/10/11 12:15 PM SAST,10/11/2019,2019-10-11 10:15:00 UTC,Africa/Johannesburg,,948378,louisef,2019-10-13 15:09:43 UTC,2019-10-15 05:14:11 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/34305042,https://www.inaturalist.org/observations/34305042,https://static.inaturalist.org/photos/53971731/medium.jpg?1570979012,,,"About 1 metre long, with small lizard prey.",FALSE,3,0,FALSE,,"Overberg District Municipality, South Africa",-34.38442703,19.29230656,61,,,FALSE,,,Cross-marked Sand Snake,Psammophis crucifer,Cross-marked Sand Snake,Reptilia,28985,,Sauria,Included,Reptilia,Squamata,Sauria,,,,0,0,0,0
34535563,S-Afr-Interactions (8-1-20),2013/01/02 11:17 AM SAST,01/02/2013,2013-01-02 09:17:00 UTC,Pretoria,,1668995,kareneichholz,2019-10-18 14:03:44 UTC,2019-11-12 10:21:39 UTC,research,,https://www.inaturalist.org/observations/34535563,https://www.inaturalist.org/observations/34535563,https://static.inaturalist.org/photos/54362492/medium.jpeg?1571405069,,,Prey:  Cape Weaver chick,FALSE,3,0,FALSE,,"South Cape DC, South Africa",-34.00381915,23.25760776,2,,,FALSE,,,Common Boomslang,Dispholidus typus,Common Boomslang,Reptilia,30360,,Ploceus capensis,Included,Aves,Passeriformes,,Ploceidae,,Ploceus,1,1,0,0
